,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
4980,34,services,married,basic.9y,no,yes,yes,telephone,may,wed,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
14429,50,technician,single,university.degree,no,yes,no,cellular,jul,tue,129,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
24639,37,management,married,university.degree,no,yes,yes,cellular,nov,mon,176,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
28214,19,student,single,basic.9y,no,yes,no,cellular,apr,tue,299,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
27987,33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
35579,46,admin.,divorced,basic.6y,no,yes,no,cellular,may,mon,18,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
29363,39,management,single,university.degree,no,no,no,cellular,apr,fri,952,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
16722,29,self-employed,married,professional.course,unknown,yes,yes,cellular,jul,wed,683,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
28278,27,technician,single,basic.9y,no,yes,no,telephone,apr,wed,523,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
8228,51,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,34,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36134,50,admin.,divorced,university.degree,no,yes,yes,cellular,may,wed,155,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes
22045,59,retired,married,high.school,no,yes,no,cellular,aug,wed,625,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
30048,19,student,single,basic.4y,no,no,yes,cellular,apr,wed,371,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
41011,37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,549,2,11,4,success,-1.1,94.601,-49.5,1.025,4963.6,yes
27824,29,technician,married,professional.course,no,no,no,cellular,mar,thu,186,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes
37086,27,management,single,university.degree,no,yes,no,cellular,jul,mon,125,2,999,0,nonexistent,-2.9,92.469,-33.6,0.9440000000000001,5076.2,yes
40912,33,services,single,university.degree,no,yes,no,cellular,oct,mon,252,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes
33556,32,admin.,single,university.degree,no,yes,no,cellular,may,tue,206,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
24457,29,admin.,married,university.degree,no,no,no,cellular,nov,mon,142,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
38326,85,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,181,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
29318,42,services,married,high.school,no,no,no,cellular,apr,fri,277,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
118,56,admin.,married,unknown,no,yes,no,telephone,may,mon,364,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
8599,38,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,936,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
12799,40,admin.,single,university.degree,no,yes,no,cellular,jul,tue,238,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
23659,39,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,88,18,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
25837,32,services,married,professional.course,no,yes,no,cellular,nov,wed,186,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
40575,81,retired,divorced,basic.4y,no,no,no,cellular,sep,wed,532,2,7,1,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
35552,29,technician,single,professional.course,no,yes,no,cellular,may,mon,487,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
38641,32,admin.,single,high.school,no,no,no,cellular,nov,tue,1233,1,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,yes
3700,36,technician,married,professional.course,no,no,yes,telephone,may,fri,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
25007,53,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,69,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
31687,38,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,272,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
38778,51,self-employed,single,basic.9y,no,yes,no,cellular,nov,thu,104,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
18777,42,admin.,married,university.degree,no,no,no,cellular,jul,thu,1142,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,yes
30284,25,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,260,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
7870,47,entrepreneur,married,university.degree,no,no,yes,telephone,jun,mon,180,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
40090,59,retired,divorced,basic.4y,no,no,no,cellular,jul,mon,410,2,999,0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,4991.6,no
12337,38,services,single,high.school,no,no,no,telephone,jul,fri,96,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
24101,33,services,married,high.school,no,no,no,telephone,nov,tue,158,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,yes
39348,78,retired,married,unknown,no,no,no,cellular,mar,thu,272,1,6,2,success,-1.8,93.369,-34.8,0.635,5008.7,yes
24006,52,technician,married,professional.course,no,yes,yes,telephone,oct,mon,164,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,5.0,5195.8,no
2560,39,technician,married,professional.course,no,no,no,telephone,may,tue,411,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
21806,29,admin.,single,university.degree,no,no,no,cellular,aug,wed,256,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
40064,25,services,single,high.school,no,no,yes,telephone,jul,thu,411,2,8,4,success,-1.7,94.215,-40.3,0.81,4991.6,yes
25817,35,blue-collar,single,high.school,no,no,no,cellular,nov,wed,77,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
4930,31,admin.,married,high.school,no,no,no,telephone,may,wed,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
13334,37,entrepreneur,divorced,university.degree,no,no,yes,cellular,jul,wed,362,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
10171,43,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,1618,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
8909,39,services,married,high.school,no,no,no,telephone,jun,thu,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
19494,36,technician,married,university.degree,no,yes,yes,cellular,aug,thu,22,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36712,34,admin.,single,high.school,no,no,no,cellular,jun,fri,548,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
37914,34,technician,married,professional.course,no,yes,yes,cellular,sep,wed,121,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,5017.5,yes
36490,37,self-employed,married,professional.course,no,no,no,cellular,jun,wed,321,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
37225,51,housemaid,married,unknown,no,no,no,cellular,aug,fri,273,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes
29596,57,entrepreneur,single,university.degree,no,yes,no,cellular,apr,mon,720,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
24055,34,blue-collar,single,high.school,no,yes,no,telephone,oct,wed,266,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.827,5195.8,yes
38723,28,admin.,married,high.school,no,yes,no,cellular,nov,tue,254,5,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
25486,39,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,158,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
39125,51,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,241,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7,5023.5,yes
39218,34,admin.,single,high.school,no,no,no,cellular,mar,tue,469,1,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes
34268,36,technician,married,university.degree,no,yes,no,cellular,may,thu,164,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
13258,51,admin.,married,university.degree,no,yes,no,cellular,jul,wed,426,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
37571,28,unemployed,married,professional.course,no,no,no,cellular,aug,fri,276,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,yes
35191,33,services,married,high.school,no,yes,no,cellular,may,fri,521,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
14171,35,admin.,married,university.degree,no,no,no,cellular,jul,mon,141,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
31463,33,technician,married,university.degree,no,no,no,cellular,may,wed,1489,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes
30445,35,admin.,single,high.school,no,yes,yes,cellular,may,mon,130,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
26314,30,technician,married,university.degree,no,no,no,cellular,nov,thu,85,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
12467,35,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,1356,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
13652,39,self-employed,married,basic.9y,no,no,no,cellular,jul,thu,742,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1926,29,services,married,basic.9y,no,no,no,telephone,may,fri,116,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39693,47,services,divorced,university.degree,no,yes,yes,cellular,may,tue,336,1,15,3,failure,-1.8,93.876,-40.0,0.688,5008.7,yes
27764,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,363,2,10,1,success,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes
5056,58,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,628,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
36291,21,student,single,high.school,no,yes,no,cellular,jun,mon,202,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
25335,58,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,tue,185,4,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
14576,35,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,658,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
29079,35,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,98,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38258,35,student,single,university.degree,no,yes,no,cellular,oct,tue,79,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
37125,18,student,single,basic.9y,no,yes,no,cellular,aug,tue,642,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
16843,46,technician,divorced,university.degree,no,yes,no,cellular,jul,thu,223,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
706,51,admin.,married,university.degree,no,no,no,telephone,may,tue,87,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3453,50,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,697,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
14410,54,management,married,university.degree,no,no,no,cellular,jul,mon,798,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
27393,50,entrepreneur,married,university.degree,no,no,no,cellular,nov,fri,48,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
33527,38,admin.,divorced,university.degree,no,no,no,cellular,may,tue,187,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
29407,19,student,single,unknown,no,yes,no,cellular,apr,mon,438,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
6807,51,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,wed,160,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33048,46,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,338,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
32507,34,management,married,university.degree,no,yes,no,telephone,may,fri,283,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
35329,41,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,102,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
27054,48,management,married,university.degree,no,no,yes,cellular,nov,fri,591,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
19000,47,entrepreneur,married,university.degree,no,no,no,cellular,aug,tue,487,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
20705,50,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1149,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
39797,39,technician,married,university.degree,no,no,yes,cellular,jun,tue,434,2,999,1,failure,-1.7,94.055,-39.8,0.7020000000000001,4991.6,yes
8135,39,technician,single,professional.course,unknown,no,no,telephone,jun,mon,432,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
37154,32,services,single,high.school,no,yes,yes,cellular,aug,wed,253,1,4,2,success,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
35607,45,admin.,divorced,university.degree,no,no,no,cellular,may,mon,507,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
31423,34,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,311,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
9882,33,technician,married,university.degree,unknown,no,no,telephone,jun,wed,420,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39789,39,admin.,married,high.school,no,yes,no,cellular,jun,tue,165,2,999,1,failure,-1.7,94.055,-39.8,0.7020000000000001,4991.6,no
36873,25,technician,married,professional.course,no,yes,no,cellular,jun,tue,551,4,999,1,failure,-2.9,92.963,-40.8,1.252,5076.2,yes
14084,32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,51,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
40481,70,technician,married,unknown,no,no,no,cellular,aug,thu,411,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
5128,60,retired,divorced,basic.4y,unknown,no,yes,telephone,may,fri,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19147,49,services,married,high.school,no,no,no,cellular,aug,tue,203,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
39315,29,technician,single,professional.course,no,yes,yes,cellular,mar,thu,467,2,13,1,success,-1.8,93.369,-34.8,0.643,5008.7,yes
12158,36,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,89,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no
39530,37,admin.,married,high.school,no,no,no,telephone,apr,tue,426,2,999,0,nonexistent,-1.8,93.749,-34.6,0.6459999999999999,5008.7,yes
30279,49,unemployed,married,university.degree,no,no,no,cellular,apr,thu,171,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
1444,31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,thu,1120,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
39542,50,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,717,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes
26862,41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,268,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
38661,58,management,married,basic.4y,no,yes,no,cellular,nov,wed,70,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
24379,42,admin.,married,high.school,no,no,no,cellular,nov,mon,651,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,yes
33922,34,management,single,university.degree,no,no,yes,cellular,may,wed,155,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
40736,52,admin.,married,professional.course,no,no,no,cellular,sep,wed,953,2,999,0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes
31460,58,retired,married,basic.4y,no,yes,no,cellular,may,wed,358,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
26448,46,admin.,married,high.school,no,yes,no,cellular,nov,thu,308,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
20227,37,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,63,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6143,31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,935,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
19775,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,292,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
23585,30,technician,single,professional.course,no,yes,no,cellular,aug,thu,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
32187,29,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,851,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
37757,30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,252,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
39309,28,admin.,single,university.degree,no,no,no,cellular,mar,thu,237,1,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,yes
33922,34,management,single,university.degree,no,no,yes,cellular,may,wed,155,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
39346,28,admin.,single,university.degree,no,no,no,cellular,mar,thu,189,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no
25834,30,services,single,high.school,no,no,no,cellular,nov,wed,148,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
6134,34,entrepreneur,single,professional.course,no,no,no,telephone,may,tue,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11703,35,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,13,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36739,53,retired,single,basic.4y,no,yes,no,cellular,jun,mon,107,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
13401,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,131,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
18901,45,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,mon,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
40496,39,services,single,high.school,no,yes,no,cellular,aug,fri,308,6,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes
6197,31,technician,married,professional.course,no,no,no,telephone,may,tue,179,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39346,28,admin.,single,university.degree,no,no,no,cellular,mar,thu,189,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no
10777,45,unknown,married,unknown,unknown,yes,yes,telephone,jun,tue,138,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10185,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,130,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
39220,34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,568,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes
30669,44,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,15,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
3775,56,management,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,242,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
13135,29,blue-collar,married,high.school,no,yes,no,telephone,jul,wed,42,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
28625,36,management,married,university.degree,no,no,no,cellular,apr,wed,353,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
20392,46,services,married,university.degree,no,no,no,cellular,aug,tue,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33040,46,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,471,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
29214,34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,365,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31988,33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,329,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
31022,41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,320,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
29208,41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
10346,57,technician,married,basic.9y,no,yes,no,telephone,jun,mon,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
19912,30,technician,single,professional.course,no,yes,no,cellular,aug,fri,445,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37145,37,technician,married,professional.course,no,yes,no,cellular,aug,wed,414,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
20484,37,technician,married,high.school,unknown,yes,no,cellular,aug,tue,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29988,54,management,married,university.degree,no,yes,no,cellular,apr,tue,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
